ID	DOCULECT	CONCEPT	IPA	TOKENS	COGID	SOURCE_COGNATE_CLASS	PARTIAL	PARTIALID	CLPA	CONCEPTICON_ID	GLOTTOLOG
1323	Kunming	doctor	i⁴⁴sə̃⁴⁴	i ⁴⁴ s ə̃ ∼ ⁴⁴	886	医生	医生	673 674	1076 1178 89 1020 1191 1178	597	mand1415
1324	Shanghai	doctor	i⁵³sã⁵³	i ⁵³ s ã ∼ ⁵³	886	医生	医生	673 674	1076 1185 89 1014 1191 1185	597	wuch1236
#
502	Meixian	doorsills	mun¹¹ton⁵³	m u n ¹¹ t o n ⁵³	442	门段	门段	233 234	241 868 107 1169 120 887 107 1185	2185	hakk1236
503	Changsha	doorsills	mən¹³kʰan⁴¹	m ə n ¹³ kʰ a n ⁴¹	443	门坎	门坎	233 235	241 1022 107 1168 820 997 107 1177	2185	xian1251
504	Guiyang	doorsills	men²¹kʰan⁴²	m e n ²¹ kʰ a n ⁴²	443	门坎	门坎	233 235	241 1089 107 1152 820 997 107 1175	2185	mand1415
505	Xiamen	doorsills	hɔ²²tiŋ²²	h ɔ ²² t i ŋ ²²	447	户滇	户滇	236 237	405 916 1150 120 1076 801 1150	2185	minn1241
506	Hefei	doorsills	mən⁵⁵kʰæ̃²⁴	m ə n ⁵⁵ kʰ æ̃ ∼ ²⁴	443	门坎	门坎	233 235	241 1022 107 1189 820 1086 1191 1156	2185	mand1415
507	Jinan	doorsills	mẽ⁴²ʨʰjã²¹ʦɿ	m ẽ ∼ ⁴² tɕʰ j ã ∼ ²¹ ts ɿ	445	门槛子	门槛子	233 238 239	241 1090 1191 1175 199 570 1014 1191 1152 15 945	2185	mand1415
508	Hangzhou	doorsills	men²¹³kʰᴇ̃⁵³	m e n ²¹³ kʰ ɛ̃ ∼ ⁵³	443	门坎	门坎	233 235	241 1089 107 1154 820 1123 1191 1185	2185	wuch1236
509	Guangzhou	doorsills	mun²¹hɐm	m u n ²¹ h ɐ m	443	门坎	门坎	233 235	241 868 107 1152 405 986 241	2185	yuec1235
510	Nanchang	doorsills	mɨn⁴⁵kan⁰⁴	m ɨ n ⁴⁵ k a n ⁰⁴	443	门坎	门坎	233 235	241 983 107 1181 838 997 107 1173	2185	ganc1239
511	Chengdu	doorsills	mən³¹kʰan⁵³	m ə n ³¹ kʰ a n ⁵³	444	门槛	门槛	233 238	241 1022 107 1162 820 997 107 1185	2185	mand1415
512	Taoyuan	doorsills	məŋ¹¹ɕje⁴⁵ɕje⁴⁵	m ə ŋ ¹¹ ɕ j e ⁴⁵ ɕ j e ⁴⁵	446	门限限	门限限	233 240 240	241 1022 801 1169 204 570 1089 1181 204 570 1089 1181	2185	hakk1236
513	Shexian	doorsills	mʌ̃⁴⁴kʰɛ³⁵	m ʌ̃ ∼ ⁴⁴ kʰ ɛ ³⁵	444	门槛	门槛	233 238	241 957 1191 1178 820 1121 1165	2185	hui1242
514	Beijing	doorsills	mən³⁵kʰar²¹⁴	m ə n ³⁵ kʰ a r ²¹⁴	443	门坎儿	门坎	233 235	241 1022 107 1165 820 997 153 1155	2185	mand1415
515	Kunming	doorsills	mə̃³¹kʰᴀ̃⁵³	m ə̃ ∼ ³¹ kʰ ã ∼ ⁵³	443	门坎	门坎	233 235	241 1020 1191 1162 820 1014 1191 1185	2185	mand1415
516	Shanghai	doorsills	məŋ¹³kʰe³⁵	m ə ŋ ¹³ kʰ e ³⁵	444	门槛	门槛	233 238	241 1022 801 1168 820 1089 1165	2185	wuch1236
#
2682	Meixian	eight	pat¹	p a t ¹	340	八	八	1333	291 997 120 1166	1705	hakk1236
2683	Changsha	eight	pa²⁴	p a ²⁴	340	八	八	1333	291 997 1156	1705	xian1251
2684	Guiyang	eight	pa²¹	p a ²¹	340	八	八	1333	291 997 1152	1705	mand1415
2685	Xiamen	eight	pweʔ³²	p w e ʔ ³²	340	八	八	1333	291 462 1089 409 1159	1705	minn1241
2686	Hefei	eight	pɐʔ⁵	p ɐ ʔ ⁵	340	八	八	1333	291 986 409 1183	1705	mand1415
2687	Jinan	eight	pa²¹³	p a ²¹³	340	八	八	1333	291 997 1154	1705	mand1415
2688	Hangzhou	eight	pɑʔ⁵	p ɑ ʔ ⁵	340	八	八	1333	291 952 409 1183	1705	wuch1236
2689	Guangzhou	eight	pat³	p a t ³	340	八	八	1333	291 997 120 1158	1705	yuec1235
2690	Nanchang	eight	paʔ⁵	p a ʔ ⁵	340	八	八	1333	291 997 409 1183	1705	ganc1239
2691	Chengdu	eight	pa³¹	p a ³¹	340	八	八	1333	291 997 1162	1705	mand1415
2692	Taoyuan	eight	paʔ²	p a ʔ ²	340	八	八	1333	291 997 409 1149	1705	hakk1236
2693	Shexian	eight	paʔ²¹	p a ʔ ²¹	340	八	八	1333	291 997 409 1152	1705	hui1242
2694	Beijing	eight	pa⁵⁵	p a ⁵⁵	340	八	八	1333	291 997 1189	1705	mand1415
2695	Kunming	eight	pᴀ³¹	p a ³¹	340	八	八	1333	291 997 1162	1705	mand1415
2696	Shanghai	eight	paʔ⁵	p a ʔ ⁵	340	八	八	1333	291 997 409 1183	1705	wuch1236
#
2728	Meixian	eleven	səp⁵it¹	s ə p ⁵ i t ¹	344	十一	十一	1337 1338	89 1022 291 1183 1076 120 1166	1706	hakk1236
2729	Changsha	eleven	ʂʅ²⁴i²⁴	ʂ ʅ ²⁴ i ²⁴	344	十一	十一	1337 1338	705 977 1156 1076 1156	1706	xian1251
2730	Guiyang	eleven	sɿ²¹i²¹	s ɿ ²¹ i ²¹	344	十一	十一	1337 1338	89 945 1152 1076 1152	1706	mand1415
2731	Xiamen	eleven	ʦap⁵it³²	ts a p ⁵ i t ³²	344	十一	十一	1337 1338	15 997 291 1183 1076 120 1159	1706	minn1241
2732	Hefei	eleven	ʂəʔ⁵jəʔ⁵	ʂ ə ʔ ⁵ j ə ʔ ⁵	344	十一	十一	1337 1338	705 1022 409 1183 570 1022 409 1183	1706	mand1415
2733	Jinan	eleven	ʂʅ⁴²i²¹³	ʂ ʅ ⁴² i ²¹³	344	十一	十一	1337 1338	705 977 1175 1076 1154	1706	mand1415
2734	Hangzhou	eleven	zəʔ²ʔjəʔ⁵	z ə ʔ ² ʔ j ə ʔ ⁵	344	十一	十一	1337 1338	80 1022 409 1149 409 570 1022 409 1183	1706	wuch1236
2735	Guangzhou	eleven	sɐp²jɐt⁵	s ɐ p ² j ɐ t ⁵	344	十一	十一	1337 1338	89 986 291 1149 570 986 120 1183	1706	yuec1235
2736	Nanchang	eleven	sɨʔ²iʔ⁵	s ɨ ʔ ² i ʔ ⁵	344	十一	十一	1337 1338	89 983 409 1149 1076 409 1183	1706	ganc1239
2737	Chengdu	eleven	sɿ³¹i³¹	s ɿ ³¹ i ³¹	344	十一	十一	1337 1338	89 945 1162 1076 1162	1706	mand1415
2738	Taoyuan	eleven	səʔ⁵⁴jəʔ²	s ə ʔ ⁵⁴ j ə ʔ ²	344	十一	十一	1337 1338	89 1022 409 1188 570 1022 409 1149	1706	hakk1236
2739	Shexian	eleven	ɕi²²iʔ²¹	ɕ i ²² i ʔ ²¹	344	十一	十一	1337 1338	204 1076 1150 1076 409 1152	1706	hui1242
2740	Beijing	eleven	ʂʅ³⁵i⁵⁵	ʂ ʅ ³⁵ i ⁵⁵	344	十一	十一	1337 1338	705 977 1165 1076 1189	1706	mand1415
2741	Kunming	eleven	ʂʅ³¹i³¹	ʂ ʅ ³¹ i ³¹	344	十一	十一	1337 1338	705 977 1162 1076 1162	1706	mand1415
2742	Shanghai	eleven	zəʔ¹jɪʔ⁵	z ə ʔ ¹ j ɪ ʔ ⁵	344	十一	十一	1337 1338	80 1022 409 1166 570 1110 409 1183	1706	wuch1236
#
632	Meixian	face	mjen⁵³	m j e n ⁵³	509	面	面	294	241 570 1089 107 1185	1560	hakk1236
633	Meixian	face	mjen⁵³sjoŋ⁵³	m j e n ⁵³ s j o ŋ ⁵³	510	面相	面相	294 295	241 570 1089 107 1185 89 570 887 801 1185	1560	hakk1236
634	Changsha	face	ljẽ⁴¹	l j ẽ ∼ ⁴¹	514	脸	脸	296	554 570 1090 1191 1177	1560	xian1251
635	Guiyang	face	ljan⁴²	l j a n ⁴²	514	脸	脸	296	554 570 997 107 1175	1560	mand1415
636	Guiyang	face	ljan⁴²pa⁵⁵	l j a n ⁴² p a ⁵⁵	515	脸包	脸包	296 297	554 570 997 107 1175 291 997 1189	1560	mand1415
637	Xiamen	face	bin²²na⁵³	b i n ²² n a ⁵³	511	面仔	面仔	294 298	257 1076 107 1150 107 997 1185	1560	minn1241
638	Xiamen	face	bin²²	b i n ²²	509	面	面	294	257 1076 107 1150	1560	minn1241
639	Hefei	face	ljɪ̃²⁴	l j ɪ̃ ∼ ²⁴	514	脸	脸	296	554 570 1109 1191 1156	1560	mand1415
640	Jinan	face	ljã⁵⁵	l j ã ∼ ⁵⁵	514	脸	脸	296	554 570 1014 1191 1189	1560	mand1415
641	Hangzhou	face	ljᴇ̃⁵³kʰoŋ⁵³	l j ɛ̃ ∼ ⁵³ kʰ o ŋ ⁵³	516	脸孔	脸孔	296 299	554 570 1123 1191 1185 820 887 801 1185	1560	wuch1236
642	Guangzhou	face	min²²	m i n ²²	509	面	面	294	241 1076 107 1150	1560	yuec1235
643	Nanchang	face	ljɛn²¹³	l j ɛ n ²¹³	514	脸	脸	296	554 570 1121 107 1154	1560	ganc1239
644	Chengdu	face	njan⁵³	n j a n ⁵³	514	脸	脸	296	107 570 997 107 1185	1560	mand1415
645	Taoyuan	face	mi¹¹nje⁵³	m i ¹¹ n j e ⁵³	519	眉眼	眉眼	300 301	241 1076 1169 107 570 1089 1185	1560	hakk1236
646	Taoyuan	face	lje⁵³	l j e ⁵³	514	脸	脸	296	554 570 1089 1185	1560	hakk1236
647	Shexian	face	me²²ʨy³⁵	m e ²² tɕ y ³⁵	513	面嘴	面嘴	294 302	241 1089 1150 200 1047 1165	1560	hui1242
648	Shexian	face	me²²kʰwʌ̃³⁵	m e ²² kʰ w ʌ̃ ∼ ³⁵	512	面孔	面孔	294 299	241 1089 1150 820 462 957 1191 1165	1560	hui1242
649	Beijing	face	ljan²¹⁴	l j a n ²¹⁴	514	脸	脸	296	554 570 997 107 1155	1560	mand1415
650	Kunming	face	ljɛ̃⁵³	l j ɛ̃ ∼ ⁵³	514	脸	脸	296	554 570 1123 1191 1185	1560	mand1415
651	Shanghai	face	mi¹³kʰoŋ³⁵	m i ¹³ kʰ o ŋ ³⁵	512	面孔	面孔	294 299	241 1076 1168 820 887 801 1165	1560	wuch1236
#
2193	Meixian	fat	pʰi¹¹	pʰ i ¹¹	194	肥	肥	1183	264 1076 1169	1279	hakk1236
2194	Changsha	fat	ʨɥan⁵⁵	tɕ ɥ a n ⁵⁵	195	壮	壮	1184	200 458 997 107 1189	1279	xian1251
2195	Changsha	fat	pʰan⁵⁵	pʰ a n ⁵⁵	196	胖	胖	1185	264 997 107 1189	1279	xian1251
2196	Guiyang	fat	pʰaŋ²¹³	pʰ a ŋ ²¹³	196	胖	胖	1185	264 997 801 1154	1279	mand1415
2197	Xiamen	fat	pwi³⁵	p w i ³⁵	194	肥	肥	1183	291 462 1076 1165	1279	minn1241
2198	Hefei	fat	pʰɑ̃⁵³	pʰ ɑ̃ ∼ ⁵³	196	胖	胖	1185	264 951 1191 1185	1279	mand1415
2199	Jinan	fat	pʰaŋ²¹	pʰ a ŋ ²¹	196	胖	胖	1185	264 997 801 1152	1279	mand1415
2200	Hangzhou	fat	ʦɥɑŋ⁴⁴⁵	ts ɥ ɑ ŋ ⁴⁴⁵	195	壮	壮	1184	15 458 952 801 1180	1279	wuch1236
2201	Hangzhou	fat	pʰɑŋ⁴⁴⁵	pʰ ɑ ŋ ⁴⁴⁵	196	胖	胖	1185	264 952 801 1180	1279	wuch1236
2202	Guangzhou	fat	fej²¹	f e j ²¹	194	肥	肥	1183	452 1089 570 1152	1279	yuec1235
2203	Nanchang	fat	pʰɔŋ²¹³	pʰ ɔ ŋ ²¹³	196	胖	胖	1185	264 916 801 1154	1279	ganc1239
2204	Chengdu	fat	pʰaŋ¹³	pʰ a ŋ ¹³	196	胖	胖	1185	264 997 801 1168	1279	mand1415
2205	Taoyuan	fat	zəw⁴⁵	z ə w ⁴⁵	197	肉	肉	1186	80 1022 462 1181	1279	hakk1236
2206	Shexian	fat	ʦo³²⁴	ts o ³²⁴	195	壮	壮	1184	15 887 1160	1279	hui1242
2207	Shexian	fat	pʰo³²⁴	pʰ o ³²⁴	196	胖	胖	1185	264 887 1160	1279	hui1242
2208	Beijing	fat	pʰɑŋ⁵¹	pʰ ɑ ŋ ⁵¹	196	胖	胖	1185	264 952 801 1186	1279	mand1415
2209	Kunming	fat	pʰᴀ̃²¹²	pʰ ã ∼ ²¹²	196	胖	胖	1185	264 1014 1191 1153	1279	mand1415
2210	Shanghai	fat	ʦɑ̃³	ts ɑ̃ ∼ ³	195	壮	壮	1184	15 951 1191 1158	1279	wuch1236
2211	Shanghai	fat	pʰɑ̃³⁵	pʰ ɑ̃ ∼ ³⁵	196	胖	胖	1185	264 951 1191 1165	1279	wuch1236
#
824	Meixian	father	a⁴⁴pa⁴⁴	a ⁴⁴ p a ⁴⁴	622	阿爸	阿爸	405 406	997 1178 291 997 1178	1217	hakk1236
825	Meixian	father	ja¹¹e	j a ¹¹ e	628	爷儿	爷儿	407 408	570 997 1169 1089	1217	hakk1236
826	Changsha	father	tje³³tje	t j e ³³ t j e	631	爹爹	爹爹	409 409	120 570 1089 1161 120 570 1089	1217	xian1251
827	Changsha	father	ja¹³ja	j a ¹³ j a	627	爷爷	爷爷	407 407	570 997 1168 570 997	1217	xian1251
828	Changsha	father	ja¹³law⁴¹kõ³³	j a ¹³ l a w ⁴¹ k õ ∼ ³³	629	爷老倌	爷老倌	407 410 411	570 997 1168 554 997 462 1177 838 883 1191 1161	1217	xian1251
829	Guiyang	father	pa²¹pa	p a ²¹ p a	625	爸爸	爸爸	406 406	291 997 1152 291 997	1217	mand1415
830	Guiyang	father	tjɛ⁵⁵	t j ɛ ⁵⁵	630	爹	爹	409	120 570 1121 1189	1217	mand1415
831	Guiyang	father	la⁴²ʦej⁴²	l a ⁴² ts e j ⁴²	637	老者	老者	410 412	554 997 1175 15 1089 570 1175	1217	mand1415
832	Xiamen	father	law²²pe²²	l a w ²² p e ²²	634	老爸	老爸	410 406	554 997 462 1150 291 1089 1150	1217	minn1241
833	Xiamen	father	hu²²ʦʰin⁵⁵	h u ²² tsʰ i n ⁵⁵	640	父亲	父亲	413 414	405 868 1150 13 1076 107 1189	1217	minn1241
834	Xiamen	father	a⁵⁵pa²²	a ⁵⁵ p a ²²	622	阿爸	阿爸	405 406	997 1189 291 997 1150	1217	minn1241
835	Hefei	father	pɐʔ⁵pɐʔ⁵	p ɐ ʔ ⁵ p ɐ ʔ ⁵	641	伯伯	伯伯	415 415	291 986 409 1183 291 986 409 1183	1217	mand1415
836	Jinan	father	tjə²¹³	t j ə ²¹³	630	爹	爹	409	120 570 1022 1154	1217	mand1415
837	Jinan	father	pa²¹pa	p a ²¹ p a	625	爸爸	爸爸	406 406	291 997 1152 291 997	1217	mand1415
838	Jinan	father	ta⁴²ta	t a ⁴² t a	642	大大	大大	416 416	120 997 1175 120 997	1217	mand1415
839	Hangzhou	father	pɑ³³pɑ³³	p ɑ ³³ p ɑ ³³	625	爸爸	爸爸	406 406	291 952 1161 291 952 1161	1217	wuch1236
840	Guangzhou	father	pa²¹pa⁵⁵	p a ²¹ p a ⁵⁵	625	爸爸	爸爸	406 406	291 997 1152 291 997 1189	1217	yuec1235
841	Guangzhou	father	low²³tɐw²²	l o w ²³ t ɐ w ²²	638	老豆	老豆	410 417	554 887 462 1151 120 986 462 1150	1217	yuec1235
842	Nanchang	father	pɑʔ⁵	p ɑ ʔ ⁵	624	爸	爸	406	291 952 409 1183	1217	ganc1239
843	Nanchang	father	pɑʔ⁵pɑʔ⁰²	p ɑ ʔ ⁵ p ɑ ʔ ⁰²	625	爸爸新	爸爸	406 406	291 952 409 1183 291 952 409 1172	1217	ganc1239
844	Nanchang	father	jɑ⁴⁵	j ɑ ⁴⁵	626	爷称述	爷	407	570 952 1181	1217	ganc1239
845	Chengdu	father	pa³¹	p a ³¹	624	爸	爸	406	291 997 1162	1217	mand1415
846	Chengdu	father	pa³¹pa	p a ³¹ p a	625	爸爸	爸爸	406 406	291 997 1162 291 997	1217	mand1415
847	Chengdu	father	naw⁵³pa³¹ʦɿ⁵³	n a w ⁵³ p a ³¹ ts ɿ ⁵³	635	老爸子	老爸子	410 406 418	107 997 462 1185 291 997 1162 15 945 1185	1217	mand1415
848	Chengdu	father	tje⁵⁵	t j e ⁵⁵	630	爹	爹	409	120 570 1089 1189	1217	mand1415
849	Chengdu	father	naw⁵³je³¹ʦɿ⁵³	n a w ⁵³ j e ³¹ ts ɿ ⁵³	636	老爷子	老爷子	410 407 418	107 997 462 1185 570 1089 1162 15 945 1185	1217	mand1415
850	Taoyuan	father	law⁵³ʦəʔ	l a w ⁵³ ts ə ʔ	639	老子	老子	410 418	554 997 462 1185 15 1022 409	1217	hakk1236
851	Taoyuan	father	pa⁴⁵	p a ⁴⁵	624	爸	爸	406	291 997 1181	1217	hakk1236
852	Shexian	father	sja³²⁴	s j a ³²⁴	643	相	相	419	89 570 997 1160	1217	hui1242
853	Shexian	father	je⁴⁴	j e ⁴⁴	626	爷	爷	407	570 1089 1178	1217	hui1242
854	Beijing	father	tjɛ⁵⁵	t j ɛ ⁵⁵	630	爹	爹	409	120 570 1121 1189	1217	mand1415
855	Beijing	father	pa⁵¹	p a ⁵¹	624	爸	爸	406	291 997 1186	1217	mand1415
856	Beijing	father	lɑw²¹⁴jɛ³⁵ʦɿ³	l ɑ w ²¹⁴ j ɛ ³⁵ ts ɿ ³	636	老爷子	老爷子	410 407 418	554 952 462 1155 570 1121 1165 15 945 1158	1217	mand1415
857	Kunming	father	tjɛ⁴⁴	t j ɛ ⁴⁴	630	爹	爹	409	120 570 1121 1178	1217	mand1415
858	Shanghai	father	tja⁵³tja⁵³	t j a ⁵³ t j a ⁵³	631	爹爹	爹爹	409 409	120 570 997 1185 120 570 997 1185	1217	wuch1236
859	Shanghai	father	aʔ⁵paʔ⁵	a ʔ ⁵ p a ʔ ⁵	623	阿伯	阿伯	405 415	997 409 1183 291 997 409 1183	1217	wuch1236
860	Shanghai	father	ɦja¹³	ɦ j a ¹³	626	爷	爷	407	401 570 997 1168	1217	wuch1236
#
769	Meixian	fingernail	su³¹ʦɿ³¹kap¹	s u ³¹ ts ɿ ³¹ k a p ¹	574	手指甲	手指甲	359 360 361	89 868 1162 15 945 1162 838 997 291 1166	1896	hakk1236
770	Changsha	fingernail	t͡ʂʅ²⁴ka²⁴ʦɿ	ʈʂ ʅ ²⁴ k a ²⁴ ts ɿ	579	指甲子	指甲子	360 361 362	699 977 1156 838 997 1156 15 945	1896	xian1251
771	Guiyang	fingernail	ʦɿ⁴²ʨja²¹	ts ɿ ⁴² tɕ j a ²¹	578	指甲	指甲	360 361	15 945 1175 200 570 997 1152	1896	mand1415
772	Xiamen	fingernail	ʦŋ̍⁵³kaʔ³²	ts ŋ̍ ⁵³ k a ʔ ³²	581	掌甲	掌甲	363 361	15 798 1185 838 997 409 1159	1896	minn1241
773	Hefei	fingernail	t͡ʂəʔ⁵ʨjɐʔ⁵kᴇ⁵³	ʈʂ ə ʔ ⁵ tɕ j ɐ ʔ ⁵ k ɛ ⁵³	580	指甲盖	指甲盖	360 361 364	699 1022 409 1183 200 570 986 409 1183 838 1121 1185	1896	mand1415
774	Jinan	fingernail	t͡ʂʅ²¹³ʨjakɛr²¹	ʈʂ ʅ ²¹³ tɕ j a ⁰ k ɛ r ²¹	580	指甲盖儿	指甲盖	360 361 364	699 977 1154 200 570 997 1171 838 1121 153 1152	1896	mand1415
775	Guangzhou	fingernail	sɐt⁵tʰɐw²¹	s ɐ t ⁵ tʰ ɐ w ²¹	582	膝头	膝头	365 366	89 986 120 1183 138 986 462 1152	1896	yuec1235
776	Nanchang	fingernail	ʦʔ⁵kaʔ⁰²ʦɿ⁰²	ts ʔ ⁵ k a ʔ ⁰² ts ɿ ⁰²	579	指甲子	指甲子	360 361 362	15 409 1183 838 997 409 1172 15 945 1172	1896	ganc1239
777	Chengdu	fingernail	ʦɿ⁵³ʨja³¹	ts ɿ ⁵³ tɕ j a ³¹	578	指甲	指甲	360 361	15 945 1185 200 570 997 1162	1896	mand1415
778	Taoyuan	fingernail	ʦəʔ²ʨjaʔ²	ts ə ʔ ² tɕ j a ʔ ²	578	指甲	指甲	360 361	15 1022 409 1149 200 570 997 409 1149	1896	hakk1236
779	Shexian	fingernail	ɕju³⁵ʦɿ³⁵kaʔ²¹	ɕ j u ³⁵ ts ɿ ³⁵ k a ʔ ²¹	574	手指甲	手指甲	359 360 361	204 570 868 1165 15 945 1165 838 997 409 1152	1896	hui1242
780	Beijing	fingernail	t͡ʂʅ⁵⁵ʨja²	ʈʂ ʅ ⁵⁵ tɕ j a ²	578	指甲	指甲	360 361	699 977 1189 200 570 997 1149	1896	mand1415
781	Kunming	fingernail	t͡ʂʅ³¹ʨjᴀ³¹	ʈʂ ʅ ³¹ tɕ j a ³¹	578	指甲	指甲	360 361	699 977 1162 200 570 997 1162	1896	mand1415
782	Shanghai	fingernail	sɤ³⁵ʨjɪʔ⁵kʰaʔ⁵	s ɤ ³⁵ tɕ j ɪ ʔ ⁵ kʰ a ʔ ⁵	576	手节掐	手节掐	359 367 368	89 947 1165 200 570 1110 409 1183 820 997 409 1183	1896	wuch1236
783	Shanghai	fingernail	sɤ³⁵ʦɿ³⁵kʰaʔ⁵	s ɤ ³⁵ ts ɿ ³⁵ kʰ a ʔ ⁵	575	手指掐	手指掐	359 360 368	89 947 1165 15 945 1165 820 997 409 1183	1896	wuch1236
#
2747	Meixian	first	tʰi⁵³it¹	tʰ i ⁵³ i t ¹	348	第一	第一	1343 1344	138 1076 1185 1076 120 1166	728	hakk1236
2748	Changsha	first	ti¹¹i²⁴	t i ¹¹ i ²⁴	348	第一	第一	1343 1344	120 1076 1169 1076 1156	728	xian1251
2749	Guiyang	first	ti²¹³i²¹	t i ²¹³ i ²¹	348	第一	第一	1343 1344	120 1076 1154 1076 1152	728	mand1415
2750	Xiamen	first	te²²it³²	t e ²² i t ³²	348	第一	第一	1343 1344	120 1089 1150 1076 120 1159	728	minn1241
2751	Hefei	first	ʦɿ⁵³jəʔ⁵	ts ɿ ⁵³ j ə ʔ ⁵	348	第一	第一	1343 1344	15 945 1185 570 1022 409 1183	728	mand1415
2752	Jinan	first	ti²¹i²¹³	t i ²¹ i ²¹³	348	第一	第一	1343 1344	120 1076 1152 1076 1154	728	mand1415
2753	Hangzhou	first	di¹³ʔjəʔ⁵	d i ¹³ ʔ j ə ʔ ⁵	348	第一	第一	1343 1344	145 1076 1168 409 570 1022 409 1183	728	wuch1236
2754	Guangzhou	first	tɐj²²jɐt⁵	t ɐ j ²² j ɐ t ⁵	348	第一	第一	1343 1344	120 986 570 1150 570 986 120 1183	728	yuec1235
2755	Nanchang	first	tʰi²¹iʔ⁵	tʰ i ²¹ i ʔ ⁵	348	第一	第一	1343 1344	138 1076 1152 1076 409 1183	728	ganc1239
2756	Chengdu	first	ti¹³i³¹	t i ¹³ i ³¹	348	第一	第一	1343 1344	120 1076 1168 1076 1162	728	mand1415
2757	Taoyuan	first	ti⁴⁵jəʔ²	t i ⁴⁵ j ə ʔ ²	348	第一	第一	1343 1344	120 1076 1181 570 1022 409 1149	728	hakk1236
2758	Shexian	first	tʰi²²iʔ²¹	tʰ i ²² i ʔ ²¹	348	第一	第一	1343 1344	138 1076 1150 1076 409 1152	728	hui1242
2759	Beijing	first	ti⁵¹i⁵⁵	t i ⁵¹ i ⁵⁵	348	第一	第一	1343 1344	120 1076 1186 1076 1189	728	mand1415
2760	Kunming	first	ti²¹²i³¹	t i ²¹² i ³¹	348	第一	第一	1343 1344	120 1076 1153 1076 1162	728	mand1415
2761	Shanghai	first	di¹³jɪʔ⁵	d i ¹³ j ɪ ʔ ⁵	348	第一	第一	1343 1344	145 1076 1168 570 1110 409 1183	728	wuch1236
#
729	Meixian	fist	kʰjan¹¹tʰew¹¹	kʰ j a n ¹¹ tʰ e w ¹¹	554	拳头	拳头	337 338	820 570 997 107 1169 138 1089 462 1169	1473	hakk1236
730	Changsha	fist	ʨɥẽ¹³təw¹³ku	tɕ ɥ ẽ ∼ ¹³ t ə w ¹³ k u	555	拳头骨	拳头骨	337 338 339	200 458 1090 1191 1168 120 1022 462 1168 838 868	1473	xian1251
731	Guiyang	fist	tin²¹³ʦɿ⁴²	t i n ²¹³ ts ɿ ⁴²	557	碇子	碇子	340 341	120 1076 107 1154 15 945 1175	1473	mand1415
732	Guiyang	fist	tʰo²¹tʰo⁵⁵	tʰ o ²¹ tʰ o ⁵⁵	559	砣砣	砣砣	342 342	138 887 1152 138 887 1189	1473	mand1415
733	Xiamen	fist	kun³⁵tʰaw³⁵bu⁵³	k u n ³⁵ tʰ a w ³⁵ b u ⁵³	556	拳头母	拳头母	337 338 343	838 868 107 1165 138 997 462 1165 257 868 1185	1473	minn1241
734	Hefei	fist	ʨʰɥɪ̃⁵⁵tʰɯ	tɕʰ ɥ ɪ̃ ∼ ⁵⁵ tʰ ɯ	554	拳头	拳头	337 338	199 458 1109 1191 1189 138 944	1473	mand1415
735	Jinan	fist	ʨʰɥã⁴²tʰow	tɕʰ ɥ ã ∼ ⁴² tʰ o w	554	拳头	拳头	337 338	199 458 1014 1191 1175 138 887 462	1473	mand1415
736	Jinan	fist	ʨʰɥã⁴²	tɕʰ ɥ ã ∼ ⁴²	553	拳	拳	337	199 458 1014 1191 1175	1473	mand1415
737	Hangzhou	fist	ʣɥõ²¹³dej²¹³	dz ɥ õ ∼ ²¹³ d e j ²¹³	554	拳头	拳头	337 338	20 458 883 1191 1154 145 1089 570 1154	1473	wuch1236
738	Guangzhou	fist	kʰyn²¹tʰɐw²¹	kʰ y n ²¹ tʰ ɐ w ²¹	554	拳头	拳头	337 338	820 1047 107 1152 138 986 462 1152	1473	yuec1235
739	Nanchang	fist	ʨʰɥɵn²⁴tʰɛw⁰⁴	tɕʰ ɥ ɵ n ²⁴ tʰ ɛ w ⁰⁴	554	拳头	拳头	337 338	199 458 970 107 1156 138 1121 462 1173	1473	ganc1239
740	Chengdu	fist	tin¹³ʦɿ	t i n ¹³ ts ɿ	557	碇子	碇子	340 341	120 1076 107 1168 15 945	1473	mand1415
741	Chengdu	fist	tʰo³¹ʦɿ⁵³	tʰ o ³¹ ts ɿ ⁵³	558	砣子	砣子	342 341	138 887 1162 15 945 1185	1473	mand1415
742	Taoyuan	fist	kəʔ⁵⁴tu¹¹	k ə ʔ ⁵⁴ t u ¹¹	560	圪都	圪都	344 345	838 1022 409 1188 120 868 1169	1473	hakk1236
743	Taoyuan	fist	ʦʰwej¹¹	tsʰ w e j ¹¹	561	锤	锤	346	13 462 1089 570 1169	1473	hakk1236
744	Shexian	fist	ʨʰɥe⁴⁴	tɕʰ ɥ e ⁴⁴	561	锤	锤	346	199 458 1089 1178	1473	hui1242
745	Shexian	fist	ʨʰɥe⁴⁴tʰju⁴⁴	tɕʰ ɥ e ⁴⁴ tʰ j u ⁴⁴	562	锤头	锤头	346 338	199 458 1089 1178 138 570 868 1178	1473	hui1242
746	Beijing	fist	ʨʰɥan³⁵tʰow³	tɕʰ ɥ a n ³⁵ tʰ o w ³	554	拳头	拳头	337 338	199 458 997 107 1165 138 887 462 1158	1473	mand1415
